nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000939	Adrian Biddle	1952	2005	cinematographer,camera_department	tt0434409,tt0103594,tt0090605,tt0103074
nm0000940	Bigas Luna	1946	2013	writer,director,producer	tt0078934,tt0129923,tt0104545,tt0090644
nm0000941	Kathryn Bigelow	1951	\N	director,producer,actress	tt0887912,tt0093605,tt0114558,tt1790885
nm0000942	Theodore Bikel	1924	2015	actor,soundtrack,director	tt0043265,tt0051525,tt0058385,tt0050356
nm0000943	Traci Bingham	1968	\N	actress	tt0096542,tt0114608,tt0373163,tt3572718
nm0000944	Antonia Bird	1951	2013	director,producer	tt0129332,tt0119092,tt0110889,tt0263181
nm0000945	Jane Birkin	1946	\N	actress,soundtrack,director	tt0083908,tt0901473,tt0060176,tt0077413
nm0000946	Whit Bissell	1909	1996	actor,soundtrack	tt0046876,tt0054047,tt0070723,tt0054387
nm0000947	Karen Black	1939	2013	actress,soundtrack,writer	tt0251736,tt0065724,tt0073440,tt0071577
nm0000948	Shane Black	1961	\N	writer,actor,director	tt3799694,tt0093773,tt1300854,tt0373469
nm0000949	Cate Blanchett	1969	\N	actress,producer,writer	tt2402927,tt0127536,tt0167260,tt0120737
nm0000950	Brenda Blethyn	1946	\N	actress,soundtrack,writer	tt0117589,tt0195234,tt0414387,tt0147004
nm0000951	Joan Blondell	1906	1979	actress,soundtrack	tt0022676,tt0077631,tt0079672,tt0050307
nm0000952	Hart Bochner	1956	\N	actor,director,writer	tt0106364,tt0095016,tt0078902,tt0088206
nm0000953	Peter Bogdanovich	1939	\N	actor,director,writer	tt0070510,tt0079843,tt0067328,tt0063671
nm0000954	Jon Bon Jovi	1962	\N	soundtrack,actor,writer	tt0100994,tt0141926,tt0384286,tt1389096
nm0000955	Ward Bond	1903	1960	actor,soundtrack	tt0038650,tt0049730,tt0033870,tt0045061
nm0000956	Lisa Bonet	1967	\N	actress,director,soundtrack	tt0146882,tt0086687,tt0092563,tt0120660
nm0000957	Jan de Bont	1943	\N	cinematographer,camera_department,producer	tt0117998,tt0171363,tt0181689,tt0111257
nm0000958	John Boorman	1933	\N	producer,director,writer	tt0093209,tt0068473,tt0082348,tt0120706
nm0000959	Powers Boothe	1948	2017	actor,soundtrack	tt0108358,tt0114576,tt0401792,tt0848228
nm0000960	Barry Bostwick	1945	\N	actor,soundtrack,producer	tt1811315,tt0117723,tt0084316,tt0073629
nm0000961	Timothy Bottoms	1951	\N	actor,producer	tt0070509,tt0363589,tt0067277,tt0067328
nm0000962	Carole Bouquet	1957	\N	actress,director	tt0281364,tt0098520,tt0082398,tt0398664
nm0000963	Stephen Boyd	1931	1977	actor,soundtrack	tt0059219,tt0060801,tt0052618,tt0060397
nm0000964	Charles Boyer	1899	1978	actor,producer,soundtrack	tt0036855,tt0029855,tt0033722,tt0028739
nm0000965	Danny Boyle	1956	\N	director,producer,writer	tt0289043,tt0111149,tt1010048,tt1542344
nm0000966	Lorraine Bracco	1954	\N	actress,producer,director	tt0099685,tt0104839,tt0141842,tt0112461
nm0000967	Eric Braeden	1941	\N	actor,producer	tt0067065,tt0120338,tt0069658,tt0064177
nm0000968	Sônia Braga	1950	\N	actress,producer,soundtrack	tt0095654,tt0089424,tt0077452
nm0000969	Lillo Brancato	1976	\N	actor,producer	tt0112740,tt0180052,tt0106489,tt0110971
nm0000970	Jonathan Brandis	1976	2003	actor,miscellaneous,director	tt0104670,tt0106126,tt0100240,tt0099864
nm0000971	Nicoletta Braschi	1960	\N	actress,producer	tt0090967,tt0102164,tt6752992,tt0118799
nm0000972	Tinto Brass	1933	\N	actor,director,writer	tt0080491,tt0065161,tt0169806,tt0057942
nm0000973	Benjamin Bratt	1963	\N	actor,producer,director	tt0181865,tt0098844,tt2380307,tt0212346
nm0000974	Walter Brennan	1894	1974	actor,soundtrack	tt0033253,tt0037382,tt0053221,tt0040724
nm0000975	Robert Bresson	1901	1999	writer,director,editor	tt0042619,tt0049902,tt0061996,tt0060138
nm0000976	Martin Brest	1951	\N	director,actor,producer	tt0119643,tt0086960,tt0095631,tt0105323
nm0000977	Beau Bridges	1941	\N	actor,director,producer	tt0413895,tt0097322,tt0467197,tt1033575
nm0000978	Lloyd Bridges	1913	1998	actor,soundtrack,director	tt0102059,tt0107144,tt0080339,tt0083530
nm0000979	Wilford Brimley	1934	2020	actor,stunts	tt0106918,tt0084787,tt0087781,tt0119360
nm0000980	Jim Broadbent	1949	\N	actor,writer,soundtrack	tt1007029,tt0217505,tt0203009,tt1431181
nm0000981	James Brolin	1940	\N	actor,producer,director	tt0070909,tt0078767,tt0077294,tt0181865
nm0000982	Josh Brolin	1968	\N	actor,producer,writer	tt4154796,tt1791528,tt0477348,tt4154756
nm0000983	Albert Brooks	1947	\N	actor,writer,director	tt0092699,tt0089504,tt0780504,tt0101698
nm0000984	Avery Brooks	1948	\N	actor,director,music_department	tt0106145,tt0120609,tt0120586,tt0179626
nm0000985	James L. Brooks	1940	\N	writer,producer,miscellaneous	tt0086425,tt0092699,tt0371246,tt0119822
nm0000986	Bryan Brown	1947	\N	actor,producer,writer	tt0094889,tt0455824,tt0080310,tt0145547
nm0000987	Jim Brown	1936	\N	actor,producer,director	tt0116996,tt0146838,tt0093894,tt0061578
nm0000988	Jerry Bruckheimer	1943	\N	producer,music_department,actor	tt0120591,tt0449088,tt0210945,tt0383574
nm0000989	Yul Brynner	1920	1985	actor,director,producer	tt0070909,tt0054047,tt0049408,tt0049833
nm0000990	Betty Buckley	1947	\N	actress,soundtrack,composer	tt0074285,tt0949731,tt4972582,tt0095174
nm0000991	Geneviève Bujold	1942	\N	actress,soundtrack,writer	tt0094964,tt0064030,tt0079592,tt0077355
nm0000992	Billie Burke	1884	1970	actress,soundtrack	tt0034303,tt0023948,tt0030442,tt0032138
nm0000993	Carol Burnett	1933	\N	soundtrack,actress,producer	tt0083564,tt0061240,tt0082405,tt0105017
nm0000994	Raymond Burr	1917	1993	actor,production_manager,director	tt0061266,tt0197521,tt0087344,tt0047396
nm0000995	Ellen Burstyn	1932	\N	actress,producer,soundtrack	tt0071115,tt0180093,tt0067328,tt0070047
nm0000996	LeVar Burton	1957	\N	actor,director,producer	tt0253754,tt0117731,tt0120844,tt0111280
nm0000997	Gary Busey	1944	\N	actor,soundtrack,producer	tt0093409,tt0105690,tt0077280,tt0102685
nm0000998	Jake Busey	1971	\N	actor,producer,music_department	tt7555294,tt4574334,tt0120201,tt0116365
nm0000999	Red Buttons	1919	2006	actor,soundtrack,miscellaneous	tt0076538,tt0056197,tt0050933,tt0069113
nm0001000	Tom Byron	1961	\N	actor,director,producer	tt0148895,tt0178845,tt0097039,tt2059288
nm0001001	James Caan	1940	\N	actor,soundtrack,director	tt0100157,tt0083190,tt0073631,tt0068646
nm0001002	Dean Cain	1966	\N	actor,producer,writer	tt2528814,tt0106057,tt0250687,tt0313443
nm0001003	Simon Callow	1949	\N	actor,soundtrack,writer	tt0091867,tt0138097,tt0293508,tt0109831
nm0001004	Billy Campbell	1959	\N	actor,camera_department,producer	tt0103874,tt0102803,tt5583512,tt0278435
nm0001005	Jane Campion	1954	\N	writer,director,producer	tt0810784,tt10293406,tt2103085,tt0107822
nm0001006	John Candy	1950	1994	actor,writer,music_department	tt0093748,tt0080455,tt0094012,tt0098554
nm0001007	Dyan Cannon	1937	\N	actress,director,writer	tt0064100,tt0077663,tt0070291,tt0083806
nm0001008	Frank Capra	1897	1991	director,writer,producer	tt0038650,tt0031679,tt0025316,tt0027996
nm0001009	Kate Capshaw	1953	\N	actress,soundtrack,producer	tt0113501,tt0096933,tt0087175,tt0087469
nm0001010	Capucine	1928	1990	actress	tt0054324,tt0085384,tt0064940,tt0057413
nm0001011	Irene Cara	1959	\N	actress,soundtrack,music_department	tt0084688,tt0085549,tt0075249,tt0080716
nm0001012	Claudia Cardinale	1938	\N	actress,soundtrack	tt0083946,tt0057413,tt0056801,tt0064116
nm0001013	Harry Carey Jr.	1921	2012	actor,writer,producer	tt0049730,tt0108358,tt0099528,tt0087363
nm0001014	Mariah Carey	1969	\N	soundtrack,actress,composer	tt4116284,tt0118589,tt0929632,tt0120596
nm0001015	Robert Carlyle	1961	\N	actor,director,soundtrack	tt0119164,tt0117951,tt0129332,tt0143145
nm0001016	David Carradine	1936	2009	actor,producer,soundtrack	tt0490086,tt0074235,tt0378194,tt0072856
nm0001017	John Carradine	1906	1988	actor,soundtrack	tt0049833,tt0032551,tt0031971,tt0082533
nm0001018	Keith Carradine	1949	\N	actor,soundtrack,music_department	tt2202593,tt0073440,tt0348914,tt0409847
nm0001019	Robert Carradine	1954	\N	actor,producer,soundtrack	tt0228333,tt0306841,tt0088000,tt0116225
nm0001020	Katrin Cartlidge	1961	2002	actress	tt0115751,tt0120681,tt0107653,tt0118818
nm0001021	Veronica Cartwright	1949	\N	actress,soundtrack	tt0056869,tt0094332,tt0078748,tt0077745
nm0001022	Dana Carvey	1955	\N	actor,writer,soundtrack	tt0108525,tt0072562,tt0105793,tt0295427
nm0001023	John Cassavetes	1929	1989	actor,director,writer	tt0063522,tt0061578,tt0072417,tt0087644
nm0001024	Nick Cassavetes	1959	\N	actor,director,writer	tt0092240,tt0138304,tt0119094,tt1078588
nm0001025	Seymour Cassel	1935	2019	actor,soundtrack,miscellaneous	tt0362270,tt0099422,tt0128445,tt0104503
nm0001026	Joanna Cassidy	1945	\N	actress,soundtrack,producer	tt0098051,tt0083658,tt0096438,tt0248654
nm0001027	Shaun Cassidy	1958	\N	producer,writer,actor	tt0233491,tt0460651,tt0111880,tt0075513
nm0001028	Maxwell Caulfield	1959	\N	actor,soundtrack,producer	tt0084021,tt0088496,tt0112950,tt0119987
nm0001029	Jim Caviezel	1968	\N	actor,producer	tt0364343,tt0120863,tt0186151,tt0335345
nm0001030	John Cazale	1935	1978	actor,cinematographer,editor	tt0071360,tt0068646,tt0071562,tt0072890
nm0001031	Claude Chabrol	1930	2010	director,writer,actor	tt0112769,tt0096336,tt0120018,tt0051404
nm0001032	Marilyn Chambers	1952	2009	actress,writer,soundtrack	tt0076590,tt0085167,tt0087475,tt1328912
nm0001033	Lon Chaney Jr.	1906	1973	actor,soundtrack	tt0040068,tt0044706,tt0035899,tt0034398
nm0001034	Rosalind Chao	1957	\N	actress	tt0107282,tt4566758,tt7645122,tt5865326
nm0001035	Ben Chaplin	1970	\N	actor,soundtrack	tt0120863,tt0117979,tt0264935,tt1235124
nm0001036	Geraldine Chaplin	1944	\N	actress,writer,soundtrack	tt0059113,tt0464141,tt0287467,tt0073440
nm0001037	Graham Chapman	1941	1989	writer,actor,soundtrack	tt0071853,tt0079470,tt0085959,tt0063929
nm0001038	Josh Charles	1971	\N	actor,director,soundtrack	tt0097165,tt0430105,tt0257076,tt0165961
nm0001039	David Charvet	1972	\N	actor,soundtrack	tt0496375,tt0112464,tt0096542,tt0103491
nm0001040	Joan Chen	1961	\N	actress,director,producer	tt0110725,tt0452631,tt0093389,tt0113492
nm0001041	Maggie Cheung	1964	\N	actress,soundtrack	tt0118694,tt0299977,tt0117905,tt0101258
nm0001042	Lois Chiles	1947	\N	actress,soundtrack	tt0092699,tt0120179,tt0077413,tt0079574
nm0001043	Anna Chlumsky	1980	\N	actress	tt0110613,tt1759761,tt0113188,tt0102492
nm0001044	Rae Dawn Chong	1961	\N	actress,soundtrack,director	tt1588334,tt0088944,tt0088939,tt0082484
nm0001045	Tommy Chong	1938	\N	actor,soundtrack,writer	tt0080520,tt0082163,tt2948356,tt0078446
nm0001046	Julie Christie	1940	\N	actress,soundtrack	tt0491747,tt0059084,tt0069995,tt0059113
nm0001047	Michael Cimino	1939	2016	writer,director,producer	tt0067756,tt0080855,tt0090350,tt0077416
nm0001048	Andrew Dice Clay	1957	\N	actor,producer,writer	tt2334873,tt1517451,tt0098987,tt1674771
nm0001049	Jill Clayburgh	1944	2010	actress,soundtrack	tt0079948,tt0439289,tt1478338,tt0078444
nm0001050	Montgomery Clift	1920	1966	actor,writer,soundtrack	tt0045793,tt0043924,tt0040765,tt0040724
nm0001051	Bill Clinton	1946	\N	producer,actor,writer	tt7689964,tt0108515,tt12660626,tt7466880
nm0001052	Kurt Cobain	1967	1994	soundtrack,composer,actor	tt1464763,tt4154664,tt3480822,tt0203009
nm0001053	Ethan Coen	1957	\N	producer,writer,director	tt1019452,tt0116282,tt6412452,tt2042568
nm0001054	Joel Coen	1954	\N	producer,writer,director	tt6412452,tt2042568,tt0116282,tt0101410
nm0001055	Claudette Colbert	1903	1996	actress,soundtrack	tt0029929,tt0025316,tt0036367,tt0037280
nm0001056	Dabney Coleman	1932	\N	actor,miscellaneous,soundtrack	tt0086567,tt0080319,tt0082846,tt0128853
nm0001057	Toni Collette	1972	\N	actress,producer,soundtrack	tt0167404,tt7784604,tt0449059,tt0276751
nm0001058	Joan Collins	1933	\N	actress,producer,soundtrack	tt0158622,tt0048283,tt0075989,tt0081856
nm0001059	Robbie Coltrane	1950	\N	actor,soundtrack,writer	tt0143145,tt0241527,tt0105977,tt0295297
nm0001060	Chris Columbus	1958	\N	producer,writer,director	tt0295297,tt0241527,tt0294870,tt1454029
nm0001061	Holly Marie Combs	1973	\N	actress,producer,writer	tt0104139,tt0096969,tt0158552,tt0103512
nm0001062	Jeffrey Combs	1954	\N	actor,miscellaneous	tt1999995,tt0116365,tt0099180,tt0089885
nm0001063	Jeff Conaway	1950	2011	actor,soundtrack,producer	tt0105946,tt0077089,tt0077631,tt0155776
nm0001064	Jason Connery	1963	\N	actor,director,producer	tt3467914,tt0184894,tt1937506
nm0001065	Harry Connick Jr.	1967	\N	actor,soundtrack,music_department	tt0112722,tt0119313,tt0129167,tt0431308
nm0001066	Robert Conrad	1935	2020	actor,director,soundtrack	tt0073961,tt0116705,tt0076993,tt0080132
nm0001067	Jackie Coogan	1914	1984	actor,miscellaneous,soundtrack	tt0021483,tt0013450,tt0012349,tt0014733
nm0001068	Sofia Coppola	1971	\N	actress,director,writer	tt0335266,tt0159097,tt0099674,tt5592248
nm0001069	Bud Cort	1948	\N	actor,director,writer	tt0362270,tt0066026,tt0067185,tt0200550
nm0001070	Bill Cosby	1937	\N	actor,writer,music_department	tt0063871,tt0093405,tt0086687,tt0058816
nm0001071	Annie Costner	1984	\N	producer,actress,director	tt0112435,tt0099348,tt5994270,tt0119925
nm0001072	Joseph Cotten	1905	1994	actor,soundtrack,writer	tt0041959,tt0070723,tt0036855,tt0033467
nm0001073	Courteney Cox	1964	\N	actress,producer,director	tt0233142,tt0108778,tt0117571,tt0134084
nm0001074	Ronny Cox	1938	\N	actor,soundtrack,writer	tt0086960,tt0068473,tt0093870,tt0100802
nm0001075	Peter Coyote	1941	\N	actor,miscellaneous,writer	tt0129290,tt0083866,tt0104779,tt0281358
nm0001076	Joan Crawford	1906	1977	actress,soundtrack,writer	tt0042376,tt0046446,tt0056687,tt0037913
nm0001077	Richard Crenna	1926	2003	actor,director,soundtrack	tt0107144,tt0095956,tt0089880,tt0083944
nm0001078	Bing Crosby	1903	1977	soundtrack,actor,producer	tt0036872,tt0049314,tt0047673,tt0046874
nm0001079	Scatman Crothers	1910	1986	actor,soundtrack	tt0081505,tt0065421,tt0073486,tt0086491
nm0001080	Lindsay Crouse	1948	\N	actress,soundtrack,miscellaneous	tt0076723,tt0140352,tt0115571,tt0087921
nm0001081	Cameron Crowe	1957	\N	writer,producer,director	tt0259711,tt0181875,tt0116695,tt0105415
nm0001082	Billy Crudup	1968	\N	actor,soundtrack	tt0409459,tt0343737,tt0319061,tt0181875
nm0001083	Jon Cryer	1965	\N	actor,soundtrack,director	tt0369179,tt0094074,tt0102059,tt0091790
nm0001084	Ice Cube	1969	\N	soundtrack,actor,producer	tt1408253,tt0113118,tt0101507,tt0195945
nm0001085	Kieran Culkin	1982	\N	actor	tt0280760,tt7660850,tt0446029,tt0124315
nm0001086	Alan Cumming	1965	\N	actor,producer,soundtrack	tt0113189,tt0362165,tt0290334,tt0254099
nm0001087	Lee Curreri	1961	\N	actor,composer,sound_department	tt0405473,tt0480239,tt0080716,tt0083412
nm0001088	Peter Cushing	1913	1994	actor,art_department,soundtrack	tt0051554,tt0050280,tt0076759,tt0068713
nm0001089	Henry Czerny	1959	\N	actor	tt0117060,tt7798634,tt0109444,tt0383216
nm0001090	Joe D'Amato	1936	1999	director,cinematographer,camera_department	tt0083565,tt0074472,tt0089091,tt0085183
nm0001091	Patti D'Arbanville	1951	\N	actress	tt1126618,tt0197182,tt0116277,tt0082763
nm0001092	Mark Dacascos	1964	\N	actor,stunts,director	tt6146586,tt0106761,tt0107750,tt0237534
nm0001093	John Dahl	1956	\N	director,art_department,writer	tt0105226,tt0110308,tt0097662,tt0128442
nm0001094	Roald Dahl	1916	1990	writer,actor,soundtrack	tt0062803,tt0047708,tt0062512,tt0100944
nm0001095	Béatrice Dalle	1964	\N	actress,soundtrack	tt0856288,tt0090563,tt0102536,tt10272534
nm0001096	Timothy Dalton	1946	\N	actor,soundtrack	tt0097742,tt0425112,tt0093428,tt0080745
nm0001097	Charles Dance	1946	\N	actor,director,writer	tt0280707,tt0944947,tt0107362,tt2084970
nm0001098	Rodney Dangerfield	1921	2004	actor,writer,soundtrack	tt0080487,tt0102813,tt0090685,tt0085470
nm0001099	Jeff Daniels	1955	\N	actor,producer,soundtrack	tt0089853,tt2096672,tt0367089,tt0109686
nm0001100	Blythe Danner	1943	\N	actress,soundtrack	tt0212338,tt1092026,tt0434139,tt0290002
nm0001101	Ted Danson	1947	\N	actor,producer,soundtrack	tt0094137,tt0082089,tt0174378,tt0083399
nm0001102	Joe Dante	1946	\N	director,producer,miscellaneous	tt0087363,tt0122718,tt0082533,tt0093260
nm0001103	Tony Danza	1951	\N	actor,producer,director	tt0109127,tt0077089,tt2229499,tt0086827
nm0001104	Frank Darabont	1959	\N	writer,producer,director	tt0120689,tt0884328,tt0111161,tt1520211
nm0001105	Linda Darnell	1923	1965	actress,soundtrack	tt0042792,tt0041587,tt0039391,tt0037691
nm0001106	Racquel Darrian	1968	\N	actress	tt0134054,tt0221458,tt0134087,tt0276092
nm0001107	Stacey Dash	1967	\N	actress	tt0095662,tt0264150,tt0110971,tt0112697
nm0001108	Robert Davi	1951	\N	actor,producer,director	tt0097742,tt0089218,tt0095016,tt2333784
nm0001109	Jaye Davidson	1968	\N	actor	tt1493839,tt0104036,tt0179250,tt0111282
nm0001110	Embeth Davidtz	1965	\N	actress	tt0117008,tt0106308,tt2051879,tt0182789
nm0001111	Jeremy Davies	1969	\N	actor	tt0120815,tt0274812,tt0307479,tt0117998
nm0001112	Andrew Davis	1946	\N	director,cinematographer,writer	tt0406816,tt0106977,tt0311289,tt0105690
nm0001113	Brad Davis	1949	1991	actor	tt0082158,tt0077928,tt0084997,tt0084565
nm0001114	Judy Davis	1955	\N	actress,soundtrack	tt0102511,tt2910904,tt0104466,tt0101410
nm0001115	Ossie Davis	1917	2005	actor,writer,director	tt0109446,tt0281686,tt0107050,tt0097216
nm0001116	Warwick Davis	1970	\N	actor,writer,producer	tt0371724,tt1201607,tt0096446,tt0107387
nm0001117	Bruce Davison	1946	\N	actor,director,producer	tt0115988,tt0290334,tt0120903,tt0108122
nm0001118	Pam Dawber	1951	\N	actress,soundtrack,producer	tt0078349,tt0077053,tt0105466,tt0118385
nm0001119	Yvonne De Carlo	1922	2007	actress,soundtrack	tt0049833,tt0042287,tt0094642,tt0057773
nm0001120	Vittorio De Sica	1901	1974	actor,director,writer	tt0053856,tt0045274,tt0047313,tt0040522
nm0001121	Brandon De Wilde	1942	1972	actor,soundtrack	tt0044896,tt0057163,tt0046303,tt0059309
nm0001122	Ellen DeGeneres	1958	\N	producer,writer,actress	tt2796782,tt0266543,tt0108761,tt0379623
nm0001123	Dom DeLuise	1933	2009	actor,soundtrack,director	tt0082136,tt0084649,tt0096787,tt0071230
nm0001124	Cecil B. DeMille	1881	1959	producer,director,editor	tt0043014,tt0044672,tt0041838,tt0049833
nm0001125	Benicio Del Toro	1967	\N	actor,producer,director	tt2015381,tt0114814,tt0181865,tt3397884
nm0001126	Kim Delaney	1961	\N	actress,producer	tt0463850,tt0859592,tt0065272,tt0106079
nm0001127	Dana Delany	1956	\N	actress,producer,soundtrack	tt0094433,tt0108358,tt0410975,tt0106364
nm0001128	Alain Delon	1935	\N	actor,producer,writer	tt0062229,tt0072448,tt0054189,tt0057091
nm0001129	Jonathan Demme	1944	2017	director,producer,writer	tt0102926,tt0268126,tt0107818,tt1084950
nm0001130	Ted Demme	1963	2002	director,producer,actor	tt0123964,tt0342275,tt0221027,tt0115639
nm0001131	Patrick Dempsey	1966	\N	actor,production_manager,producer	tt0413573,tt1399103,tt0461770,tt0092718
nm0001132	Judi Dench	1934	\N	actress,music_department,soundtrack	tt1074638,tt1412386,tt0465551,tt0138097
nm0001133	Brian Dennehy	1938	2020	actor,producer,director	tt0114694,tt0083944,tt0090022,tt0088933
nm0001134	Bob Denver	1935	2005	actor,soundtrack	tt0069577,tt0078155,tt0057751,tt0052490
nm0001135	John Derek	1926	1998	actor,director,cinematographer	tt0049833,tt0099656,tt0041555,tt0086987
nm0001136	Bruce Dern	1936	\N	actor,producer,soundtrack	tt3460252,tt1821549,tt0096734,tt0068421
nm0001137	William Devane	1939	\N	actor,writer,director	tt0078638,tt0120784,tt0186566,tt0074860
nm0001138	Susan Dey	1952	\N	actress,producer	tt0069278,tt0082677,tt0090466,tt0065333
nm0001139	Tom DiCillo	1953	\N	director,cinematographer,writer	tt0412637,tt0113677,tt0104567,tt1333667
nm0001140	Philip K. Dick	1928	1982	writer	tt0405296,tt0100802,tt0181689,tt0083658
nm0001141	Angie Dickinson	1931	\N	actress,soundtrack	tt0080661,tt0053221,tt0062138,tt0114319
nm0001142	Uschi Digard	1948	\N	actress,producer,miscellaneous	tt0324310,tt0073768,tt0078846,tt0067533
nm0001143	Kevin Dillon	1965	\N	actor,soundtrack,producer	tt0091763,tt0094761,tt0101761,tt0409182
nm0001144	Céline Dion	1968	\N	soundtrack,actress,composer	tt5463162,tt0101414,tt0120338,tt0182789
nm0001145	Divine	1945	1988	actor,soundtrack,writer	tt0069089,tt0072979,tt0089523,tt0095270
nm0001146	Donna Dixon	1957	\N	actress,soundtrack	tt0105793,tt0090056,tt0086491,tt0113987
nm0001147	Shannen Doherty	1971	\N	actress,producer,director	tt0158552,tt0084649,tt0098749,tt0113749
nm0001148	Troy Donahue	1936	2001	actor,soundtrack	tt0053320,tt0099329,tt0051948,tt0071562
